,0
S_8_min,0.006075314001920401
D_43_last_minus_mean,0.006064666973498494
B_9_mean,0.006064227745771388
S_7_max,0.006055281086114394
D_55_last_minus_first,0.006048395638261691
D_47_std,0.005990647524468305
S_13_last_minus_mean,0.005979579366107251
D_48_min,0.005966431538603454
S_23_last_minus_first,0.005959715737307886
B_36_std,0.005946878784918578
D_55_last_minus_mean,0.005945937601614487
B_40_mean,0.00590998308790124
S_15_last_minus_mean,0.005898374597936671
B_23_last_minus_first,0.0058884977861767725
D_115_first,0.005872768353785485
B_19_max,0.005869365002531086
D_54_std,0.005835137627822958
S_26_first,0.0058274186982687805
D_41_max,0.005814322782122714
D_48_std,0.0058040240166321675
B_6_min,0.005771833735212338
S_13_last_minus_first,0.0057236739219258944
D_61_min,0.005706762129370369
D_53_mean,0.005703648017803366
D_50_std,0.005689907819358244
S_5_max,0.005657637832823219
D_142_std,0.005649163536666672
D_63_nunique,0.005647270599085657
D_77_min,0.005622291180528759
D_62_std,0.0056056088175554285
D_117_first,0.005605578984835774
S_8_first,0.005602995677889297
B_13_first,0.0055856882025412564
R_3_first,0.00557882986337214
D_61_max,0.005567359656762503
D_82_last_minus_first,0.005564479160599003
B_25_last_minus_mean,0.005560579995265698
R_1_last_minus_mean,0.005548897721546152
D_60_max,0.005527822323483761
D_115_max,0.005498571965320149
D_53_last,0.005489516851372864
